Sample_Name	Other_ID	Other_ID_2	Genus	Species	BreedCategory	BreedAbr.	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	BioProject	Accession	SeqPlatform	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)	CoverageX	CoverageRatio	Mean Depth	BoC %	Date Sequenced	Notes	Reference	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	"Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)"
VillDog_Vietnam03		VillDog_Vietnam03	Canis	familiaris	Village_Dog_Vietnam	VILL									0				PRJNA232497	SAMN02485611	Illumina HiSeq 2000		East_Asian_Dogs		F		9.55021	5.51025	1.73317182						D		0	VillDog_Vietnam03	Dogs	East_Asian_Dogs
VillDog_Vietnam04		VillDog_Vietnam04	Canis	familiaris	Village_Dog_Vietnam	VILL									0				PRJNA232497	SAMN02485612	Illumina HiSeq 2000		East_Asian_Dogs		M		9.31348	9.61096	0.96904784						D		0	VillDog_Vietnam04	Dogs	East_Asian_Dogs
VillDog_Vietnam05		VillDog_Vietnam05	Canis	familiaris	Village_Dog_Vietnam	VILL									0				PRJNA232497	SAMN02485613	Illumina HiSeq 2000		East_Asian_Dogs		M		9.48179	5.5373	1.71234898						D		0	VillDog_Vietnam05	Dogs	East_Asian_Dogs
VillDog_Vietnam06		VillDog_Vietnam06	Canis	familiaris	Village_Dog_Vietnam	VILL									0				PRJNA232497	SAMN02485614	Illumina HiSeq 2000		East_Asian_Dogs		F		6.70974	4.02086	1.66873256						D		0	VillDog_Vietnam06	Dogs	East_Asian_Dogs
Vizsla01		Vizsla01	Canis	familiaris	Vizsla	VIZS									0				PRJEB12339	SAMEA3724570	Illumina HiSeq 2500		European_Dogs		M		32.2351	32.6989	0.98581604						D		0	Vizsla01	Dogs	European_Dogs
Vizsla02	CRR055114	Vizsla02_27015	Canis	familiaris	Vizsla	VIZS									0				PRJNA648123	SAMN15626037	Illumina HiSeq 3000		European_Dogs		F		19.51	10.9038	1.78928447						D		0	Vizsla02	Dogs	European_Dogs
Vizsla03	CRR055115	Vizsla03_27073	Canis	familiaris	Vizsla	VIZS									0				PRJNA648123	SAMN15626038	Illumina HiSeq 3000		European_Dogs		F		16.3772	16.2879	1.0054826						D		0	Vizsla03	Dogs	European_Dogs
Weimaraner01	WE006	Weimaraner01	Canis	familiaris	Weimaraner	WEIM									0				PRJEB16012	SAMEA4506902	Illumina HiSeq 2500		European_Dogs		F		23.9851	24.3319	0.98574711						D		0	Weimaraner01	Dogs	European_Dogs
Weimaraner02	CRR055096	Weimaraner02_15384	Canis	familiaris	Weimaraner	WEIM									0				PRJNA648123	SAMN15626040	Illumina HiSeq 3000		European_Dogs				19.7544	19.5556	1.01016589						D		0	Weimaraner02	Dogs	European_Dogs
Weimaraner03	CRR078230	Weimaraner03_13307	Canis	familiaris	Weimaraner	WEIM									0				PRJNA648123	SAMN15626039	Illumina HiSeq 3000		European_Dogs				17.9854	17.9849	1.0000278						D		0	Weimaraner03	Dogs	European_Dogs
Weimaraner04	SRR10752640	Weimaraner04	Canis	familiaris	Weimaraner	WEIM									0				PRJNA263947	SAMN13655904	Illumina NovaSeq 6000		European_Dogs				41.5105	41.0953	1.01010335						D		0	Weimaraner04	Dogs	European_Dogs
Weimaraner05	SRR10752641	Weimaraner05	Canis	familiaris	Weimaraner	WEIM									0				PRJNA263947	SAMN13655903	Illumina NovaSeq 6000		European_Dogs		F		33.3111	33.0238	1.00869979						D		0	Weimaraner05	Dogs	European_Dogs
WelshSpringerSpaniel01	CRR055113	WelshSpringerSpaniel01_27011	Canis	familiaris	Welsh_Springer_Spaniel	WSSP									0				PRJNA648123	SAMN15626051	Illumina HiSeq 3000		European_Dogs		M		14.2663	14.2476	1.0013125						D		0	WelshSpringerSpaniel01	Dogs	European_Dogs
WelshSpringerSpaniel02	CRR055132	WelshSpringerSpaniel02_30504	Canis	familiaris	Welsh_Springer_Spaniel	WSSP									0				PRJNA648123	SAMN15626052	Illumina HiSeq 3000		European_Dogs				22.8302	12.5208	1.82338189						D		0	WelshSpringerSpaniel02	Dogs	European_Dogs
WelshTerrier01		WelshTerrier01	Canis	familiaris	Welsh_Terrier	WELT									0				PRJNA263947	SAMN10940816	HiSeq X Ten		European_Dogs												D		0	WelshTerrier01	Dogs	European_Dogs
WelshTerrier02	CRR078231	WelshTerrier02_1024	Canis	familiaris	Welsh_Terrier	WELT									0				PRJNA648123	SAMN15626041	Illumina HiSeq 3000		European_Dogs				19.0021	18.9359	1.00349601						D		0	WelshTerrier02	Dogs	European_Dogs
WelshTerrier03	CRR078232	WelshTerrier03_22235	Canis	familiaris	Welsh_Terrier	WELT									0				PRJNA648123	SAMN15626042	Illumina HiSeq 3000		European_Dogs				18.4541	10.2879	1.79376744						D		0	WelshTerrier03	Dogs	European_Dogs
WelshTerrier04	CRR078233	WelshTerrier04_22244	Canis	familiaris	Welsh_Terrier	WELT									0				PRJNA648123	SAMN15626043	Illumina HiSeq 3000		European_Dogs		F		19.328	10.7107	1.80455059						D		0	WelshTerrier04	Dogs	European_Dogs
WestHighlandWhiteTerr01		WestHighlandWhiteTerr01	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA288568	SAMN03801693	Illumina Genome Analyzer IIx		European_Dogs		F		12.0722	12.3693	0.97598086						D		0	WestHighlandWhiteTerr01	Dogs	European_Dogs
WestHighlandWhiteTerr02		WestHighlandWhiteTerr02	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA448733	SAMN08873423	Illumina HiSeq 2500		European_Dogs		M		45.2258	46.1725	0.97949645			10/29/14			D		0	WestHighlandWhiteTerr02	Dogs	European_Dogs
WestHighlandWhiteTerr03		WestHighlandWhiteTerr03	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA263947	SAMN03580395	Illumina HiSeq 2000		European_Dogs		F		37.0882	20.6664	1.79461348						D		0	WestHighlandWhiteTerr03	Dogs	European_Dogs
WestHighlandWhiteTerr04		WestHighlandWhiteTerr04	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA263947	SAMN03580396	Illumina HiSeq 2000		European_Dogs		F		36.279	36.0663	1.00589747						D		0	WestHighlandWhiteTerr04	Dogs	European_Dogs
WestHighlandWhiteTerr05		WestHighlandWhiteTerr05	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA263947	SAMN03580397	Illumina HiSeq 2000		European_Dogs		F		34.6542	34.4604	1.00562385						D		0	WestHighlandWhiteTerr05	Dogs	European_Dogs
WestHighlandWhiteTerr06		WestHighlandWhiteTerr06	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA263947	SAMN03580398	Illumina HiSeq 2000		European_Dogs		F		37.0259	35.9336	1.03039773						D		0	WestHighlandWhiteTerr06	Dogs	European_Dogs
WestHighlandWhiteTerr08		WestHighlandWhiteTerr08	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA448733	SAMN08873428	Illumina HiSeq 2500		European_Dogs		F		18.7929	19.5373	0.96189852						D		0	WestHighlandWhiteTerr08	Dogs	European_Dogs
WestHighlandWhiteTerr09		WestHighlandWhiteTerr09	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA448733	SAMN08873429	Illumina HiSeq 2500		European_Dogs		F		27.8929	28.2348	0.98789083						D		0	WestHighlandWhiteTerr09	Dogs	European_Dogs
WestHighlandWhiteTerr10	WW174	WestHighlandWhiteTerr10	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA4506901	Illumina HiSeq 3000		European_Dogs		M		21.642	21.9186	0.98738058						D		0	WestHighlandWhiteTerr10	Dogs	European_Dogs
WestHighlandWhiteTerr11	WW362	WestHighlandWhiteTerr11	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA4509489	Illumina NovaSeq 6000		European_Dogs		F		19.2508	10.8149	1.78002571						D		0	WestHighlandWhiteTerr11	Dogs	European_Dogs
WestHighlandWhiteTerr12	WW558	WestHighlandWhiteTerr12	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA104091561	Illumina HiSeq 2500		European_Dogs		F		36.4366	36.1237	1.0086619						D		0	WestHighlandWhiteTerr12	Dogs	European_Dogs
WestHighlandWhiteTerr13		WestHighlandWhiteTerr13_10023	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA685036	SAMN17192127	Illumina NovaSeq 6000		European_Dogs		M							12/05/2018			D		0	WestHighlandWhiteTerr13	Dogs	European_Dogs
WestHighlandWhiteTerr15		WestHighlandWhiteTerr15_21964	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA685036	SAMN17192128	Illumina NovaSeq 6000		European_Dogs		M							12/05/2018			D		0	WestHighlandWhiteTerr15	Dogs	European_Dogs
WestHighlandWhiteTerr16		WestHighlandWhiteTerr16_21971	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA685036	SAMN17192129	Illumina NovaSeq 6000		European_Dogs		M							12/05/2018			D		0	WestHighlandWhiteTerr16	Dogs	European_Dogs
WestHighlandWhiteTerr17		WestHighlandWhiteTerr17_23537	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA685036	SAMN17192130	Illumina NovaSeq 6000		European_Dogs		F							12/05/2018			D		0	WestHighlandWhiteTerr17	Dogs	European_Dogs
WestHighlandWhiteTerr18		WestHighlandWhiteTerr18_24496	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJNA685036	SAMN17192131	Illumina NovaSeq 6000		European_Dogs									12/05/2018			D		0	WestHighlandWhiteTerr18	Dogs	European_Dogs
WestHighlandWhiteTerr19	ERR2750975	WestHighlandWhiteTerr19	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA4848706	Illumina HiSeq 3000		European_Dogs				31.2047	4.22047	7.39365521						D		0	WestHighlandWhiteTerr19	Dogs	European_Dogs
WestHighlandWhiteTerr20	ERR2865324	WestHighlandWhiteTerr20	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059501	Illumina NovaSeq 6000		European_Dogs				10.7433	2.4244	4.43132321						D		0	WestHighlandWhiteTerr20	Dogs	European_Dogs
WestHighlandWhiteTerr21	ERR2865325	WestHighlandWhiteTerr21	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059502	Illumina HiSeq 2500		European_Dogs				9.41255	2.62337	3.58796129						D		0	WestHighlandWhiteTerr21	Dogs	European_Dogs
WestHighlandWhiteTerr22	ERR2865326	WestHighlandWhiteTerr22	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059503	Illumina HiSeq 2500		European_Dogs				7.34365	2.55689	2.87210244						D		0	WestHighlandWhiteTerr22	Dogs	European_Dogs
WestHighlandWhiteTerr23	ERR2865327	WestHighlandWhiteTerr23	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059504	Illumina HiSeq 2500		European_Dogs				14.7843	2.86699	5.15673232						D		0	WestHighlandWhiteTerr23	Dogs	European_Dogs
WestHighlandWhiteTerr24	ERR2865328	WestHighlandWhiteTerr24	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059505	Illumina HiSeq 2500		European_Dogs				11.7749	2.80242	4.20168997						D		0	WestHighlandWhiteTerr24	Dogs	European_Dogs
WestHighlandWhiteTerr25	ERR2865329	WestHighlandWhiteTerr25	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059506	Illumina HiSeq 2500		European_Dogs				7.63702	2.2717	3.36180834						D		0	WestHighlandWhiteTerr25	Dogs	European_Dogs
WestHighlandWhiteTerr26	ERR2865330	WestHighlandWhiteTerr26	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059507	Illumina HiSeq 2500		European_Dogs				10.343	2.4303	4.25585319						D		0	WestHighlandWhiteTerr26	Dogs	European_Dogs
WestHighlandWhiteTerr27	ERR2865331	WestHighlandWhiteTerr27	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059508	Illumina HiSeq 2500		European_Dogs				10.6589	2.7885	3.82244935						D		0	WestHighlandWhiteTerr27	Dogs	European_Dogs
WestHighlandWhiteTerr28	ERR2865332	WestHighlandWhiteTerr28	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059509	Illumina HiSeq 2500		European_Dogs				6.91127	2.13324	3.23979955						D		0	WestHighlandWhiteTerr28	Dogs	European_Dogs
WestHighlandWhiteTerr29	ERR2865333	WestHighlandWhiteTerr29	Canis	familiaris	West_Highland_White_Terrier	WHWT									0				PRJEB16012	SAMEA5059510	Illumina HiSeq 2500		European_Dogs		M		10.8313	2.932	3.6941678						D		0	WestHighlandWhiteTerr29	Dogs	European_Dogs
Whippet01		Whippet01	Canis	familiaris	Whippet	WHIP									0				PRJEB16012	SAMEA4506886	Illumina HiSeq 2500		European_Dogs		F		26.5844	14.8847	1.78602189						D		0	Whippet01	Dogs	European_Dogs
Whippet02	CRR037899	Whippet02_27884	Canis	familiaris	Whippet	WHIP									0				PRJNA648123	SAMN15626044	Illumina HiSeq 3000		European_Dogs		M		20.9507	20.8463	1.00500808						D		0	Whippet02	Dogs	European_Dogs
Whippet03	CRR037900	Whippet03_27897	Canis	familiaris	Whippet	WHIP									0				PRJNA648123	SAMN15626045	Illumina HiSeq 3000		European_Dogs				19.5402	10.8161	1.80658463						D		0	Whippet03	Dogs	European_Dogs
Whippet04	SRR10752617	Whippet04	Canis	familiaris	Whippet	WHIP									0				PRJNA263947	SAMN13655893	Illumina NovaSeq 6000		European_Dogs		F		34.6495	19.0099	1.82270817						D		0	Whippet04	Dogs	European_Dogs
WireFoxTerrier01	CRR055082	WireFoxTerrier01_8391	Canis	familiaris	Wire_Fox_Terrier	WIFX									0				PRJNA648123	SAMN15626049	Illumina HiSeq 3000		European_Dogs		F		18.5254	18.3679	1.00857474						D		0	WireFoxTerrier01	Dogs	European_Dogs
WireFoxTerrier02	CRR055086	WireFoxTerrier02_11119	Canis	familiaris	Wire_Fox_Terrier	WIFX									0				PRJNA648123	SAMN15626050	Illumina HiSeq 3000		European_Dogs		M		23.1895	22.8656	1.01416538						D		0	WireFoxTerrier02	Dogs	European_Dogs
WirehairedPointingGriffon01	CRR055117	WirehairedPointingGriffon01_27154	Canis	familiaris	Wirehaired_Pointing_Griffon	WHPG									0				PRJNA648123	SAMN15626046	Illumina HiSeq 3000		European_Dogs		F		20.8028	20.7686	1.00164672						D		0	WirehairedPointingGriffon01	Dogs	European_Dogs
WirehairedPointingGriffon02	CRR055118	WirehairedPointingGriffon02_27155	Canis	familiaris	Wirehaired_Pointing_Griffon	WHPG									0				PRJNA648123	SAMN15626047	Illumina HiSeq 3000		European_Dogs				21.3499	21.3815	0.99852209						D		0	WirehairedPointingGriffon02	Dogs	European_Dogs
WirehairedPointingGriffon03	CRR078234	WirehairedPointingGriffon03_27549	Canis	familiaris	Wirehaired_Pointing_Griffon	WHPG									0				PRJNA648123	SAMN15626048	Illumina HiSeq 3000		European_Dogs		F		18.089	10.1247	1.78662084						D		0	WirehairedPointingGriffon03	Dogs	European_Dogs
Wolf01	SRS402038	Wolf01	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA192935	SAMN01974486	Illumina Genome Analyzer IIx		Eastern_Eurasian_Wolves		F		12.4528	13.6125	0.91480624						W	"Altai, Russia"	0	Wolf01	Eastern_Eurasian_Wolves	Wolves
Wolf02	SRS402061	Wolf02	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA192935	SAMN01974487	Illumina Genome Analyzer IIx		Eastern_Eurasian_Wolves		F		9.6649	8.96912	1.07757506						W	"Chukotka, Russia"	0	Wolf02	Eastern_Eurasian_Wolves	Wolves
Wolf03	SRS402066	Wolf03	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA192935	SAMN01974488	Illumina Genome Analyzer IIx		Western_Eurasian_Wolves		F		13.5477	12.8373	1.05533874						W	"Bryansk, Russia"	0	Wolf03	Western_Eurasian_Wolves	Wolves
Wolf04	SRS401789	GW4	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA192935	SAMN01974489	Illumina Genome Analyzer IIx		Eastern_Eurasian_Wolves		F		9.33504	9.76403	0.95606425						W		0	Wolf04	Western_Eurasian_Wolves	Wolves
Wolf05	RKW13451	Wolf05	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA274504	SAMN03366711	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		F		28.1687	28.1775	0.99968769						W	China	0	Wolf05	Eastern_Eurasian_Wolves	Wolves
Wolf06	RKW3919	Wolf06	Canis	lupus	Grey_Wolf_Croatian	WOLF									0				PRJNA274504	SAMN03366712	Illumina HiSeq 2000		Western_Eurasian_Wolves		F		8.98274	9.37689	0.95796581						W		0	Wolf06	Western_Eurasian_Wolves	Wolves
Wolf07	RKW13759	Wolf07	Canis	lupus	Grey_Wolf_Israeli	WOLF									0				PRJNA274504	SAMN03366710	Illumina HiSeq 2000		Western_Eurasian_Wolves		M		7.0194	7.19562	0.9755101						W		0	Wolf07	Western_Eurasian_Wolves	Wolves
Wolf08		Wolf08	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA288568	SAMN03801694	Illumina Genome Analyzer IIx		Unknown				22.284	12.5956	1.76918924						W		0	Wolf08	Western_Eurasian_Wolves	Wolves
Wolf100	IsleRoyale_CL25	Wolf100	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662586	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf100	North_American_Wolves	Wolves
Wolf101	IsleRoyale_CL55	Wolf101	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662590	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf101	North_American_Wolves	Wolves
Wolf102	IsleRoyale_CL61	Wolf102	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662582	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf102	North_American_Wolves	Wolves
Wolf103	IsleRoyale_CL62	Wolf103	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662587	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf103	North_American_Wolves	Wolves
Wolf104	IsleRoyale_CL65	Wolf104	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662579	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf104	North_American_Wolves	Wolves
Wolf105	IsleRoyale_CL67	Wolf105	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662571	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf105	North_American_Wolves	Wolves
Wolf106	IsleRoyale_CL75	Wolf106	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662581	Illumina HiSeq 4000		North_American_Wolves												W		0	Wolf106	North_American_Wolves	Wolves
Wolf107	RKW119	RWJR007	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662583	Illumina HiSeq 4000		North_American_Wolves												W	"Minnesota, USA"	0	Wolf107	North_American_Wolves	Wolves
Wolf108	RKW2515	RWJR016	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662591	Illumina HiSeq 4000		North_American_Wolves												W	"Minnesota, USA"	0	Wolf108	North_American_Wolves	Wolves
Wolf109	RKW2518	RWJR012	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662588	Illumina HiSeq 4000		North_American_Wolves												W	"Minnesota, USA"	0	Wolf109	North_American_Wolves	Wolves
Wolf110	RKW2524	RWJR003	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA512209	SAMN10662580	Illumina HiSeq 4000		North_American_Wolves												W	"Minnesota, USA"	0	Wolf110	North_American_Wolves	Wolves
Wolf111	ohc	Wolf111	Canis	latrans	Coyote	WOLF									0				PRJNA331222	SAMN05879408	Illumina HiSeq 2000		Coyotes												C		0	Wolf111	Outgroup	Coyotes
Wolf112	WisconsinWolf	rwsh5	Canis	lupus	Grey_Wolf	WOLF									0				PRJNA331222	SAMN05879409	Illumina HiSeq 2000		North_American_Wolves		M										W		0	Wolf112	North_American_Wolves	Wolves
Wolf18	glw	Wolf18	Canis	lupus	Grey_Wolf_Great_Lakes	WOLF									0				PRJNA255370	SAMN02921310	Illumina HiSeq 1500		North_American_Wolves		M		26.3129	14.7184	1.78775546						W	Great Lakes	0	Wolf18	North_American_Wolves	Wolves
Wolf19	inw	Wolf19	Canis	lupus	Grey_Wolf_India	WOLF									0				PRJNA255370	SAMN02921311	Illumina HiSeq 1500		Eastern_Eurasian_Wolves		F		27.129	15.0257	1.80550657						W	India	0	Wolf19	Eastern_Eurasian_Wolves	Wolves
Wolf20	irw	Wolf20	Canis	lupus	Grey_Wolf_Iran	WOLF									0				PRJNA255370	SAMN02921312	Illumina HiSeq 1000		Western_Eurasian_Wolves		M		29.65	29.8495	0.99331647						W	Iran	0	Wolf20	Western_Eurasian_Wolves	Wolves
Wolf21	ita	Wolf21	Canis	lupus	Grey_Wolf_Italy	WOLF									0				PRJNA255370	SAMN02921313	Illumina HiSeq 1000		Western_Eurasian_Wolves		F		6.68044	3.90077	1.71259521						W		0	Wolf21	Western_Eurasian_Wolves	Wolves
Wolf22	mxa	Wolf22	Canis	lupus	Grey_Wolf_Mexico	WOLF									0				PRJNA255370	SAMN02921314	Illumina HiSeq 1000		North_American_Wolves		F		25.3472	25.303	1.00174683						W	Mexico	0	Wolf22	North_American_Wolves	Wolves
Wolf23	mxb	Wolf23	Canis	lupus	Grey_Wolf_Mexico	WOLF									0				PRJNA255370	SAMN02921315	Illumina HiSeq 1000		North_American_Wolves		F		6.13001	6.09244	1.00616666						W		0	Wolf23	North_American_Wolves	Wolves
Wolf24	ptw	Wolf24	Canis	lupus	Grey_Wolf_Portugal	WOLF									0				PRJNA255370	SAMN02921316	Illumina HiSeq 1500		Western_Eurasian_Wolves		F		27.7977	27.9569	0.99430552						W	Portugal	0	Wolf24	Western_Eurasian_Wolves	Wolves
Wolf25	rwa	Wolf25	Canis	rufus	Red_Wolf	RWLF									0				PRJNA255370	SAMN02921317	Illumina HiSeq 1000		Red_Eastern_Wolves		F		28.5001	15.8748	1.79530451						R		0	Wolf25	Red_Eastern_Wolves	Wolves
Wolf26	rwb	Wolf26	Canis	rufus	Red_Wolf	RWLF									0				PRJNA255370	SAMN02921318	Illumina HiSeq 1000		Red_Eastern_Wolves		F		7.12487	7.13036	0.99923005						R		0	Wolf26	North_American_Wolves	Wolves
Wolf27	spw	Wolf27	Canis	lupus	Grey_Wolf_Spain	WOLF									0				PRJNA255370	SAMN02921319	Illumina HiSeq 1000		Western_Eurasian_Wolves		F		27.37	27.552	0.99339431						W	Spain	0	Wolf27	Western_Eurasian_Wolves	Wolves
Wolf28	ysa	Wolf28	Canis	lupus	Grey_Wolf_Yellowstone	WOLF									0				PRJNA255370	SAMN02921320	Illumina HiSeq 1000		North_American_Wolves		M		27.9369	27.7152	1.00799922						W	Yellowstone	0	Wolf28	North_American_Wolves	Wolves
Wolf29	ysb	Wolf29	Canis	lupus	Grey_Wolf_Yellowstone	WOLF									0				PRJNA255370	SAMN02921321	Illumina HiSeq 1000		North_American_Wolves		M		25.8537	14.2722	1.81147265						W	Yellowstone	0	Wolf29	North_American_Wolves	Wolves
Wolf30	ysc	Wolf30	Canis	lupus	Grey_Wolf_Yellowstone	WOLF									0				PRJNA255370	SAMN02921322	Illumina HiSeq 1000		Eastern_Eurasian_Wolves		F		6.48707	3.95368	1.64076759						W		0	Wolf30	Eastern_Eurasian_Wolves	Wolves
Wolf31	LUPWCHN00003	Wolf31	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168394	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		17.2259	17.1142	1.00652674						W	China	0	Wolf31	Eastern_Eurasian_Wolves	Wolves
Wolf32	LUPWCHN00008	Wolf32	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168397	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		15.1332	9.02475	1.67685532						W	China	0	Wolf32	Eastern_Eurasian_Wolves	Wolves
Wolf33	LUPWCHN00010	Wolf33	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168399	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		19.0856	10.691	1.78520251						W	China	0	Wolf33	Eastern_Eurasian_Wolves	Wolves
Wolf34	LUPZCHN00006	Wolf34	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168396	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		F		17.4116	10.2606	1.6969378						W	China	0	Wolf34	Eastern_Eurasian_Wolves	Wolves
Wolf35	LUPWCHN00009	Wolf35	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168398	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		31.8593	37.4715	0.85022751						W	China	0	Wolf35	Eastern_Eurasian_Wolves	Wolves
Wolf36	LUPWCHN00013	Wolf36	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168400	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		21.2439	14.2272	1.4931891						W	China	0	Wolf36	Eastern_Eurasian_Wolves	Wolves
Wolf37	LUPZCHN00002	Wolf37	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168393	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		M		11.0496	6.56237	1.68378193						W	China	0	Wolf37	Eastern_Eurasian_Wolves	Wolves
Wolf38	LUPZCHN00005	Wolf38	Canis	lupus	Grey_Wolf_China	WOLF									0				PRJNA266585	SAMN03168395	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		F		9.22011	5.52132	1.66991046						W		0	Wolf38	Eastern_Eurasian_Wolves	Wolves
Wolf39	Penelope	Wolf39	Canis	lupus	Grey_Wolf_Iberian	WOLF									0				PRJNA318403	SAMN04851099	Illumina HiSeq 2500		Western_Eurasian_Wolves		F		38.6133	39.1645	0.98592603						W	Iberia	0	Wolf39	Western_Eurasian_Wolves	Wolves
Wolf40	RKW1387	Wolf40	Canis	lupus	Grey_Wolf_IsleRoyale	WOLF									0				PRJNA299506	SAMN04209256	Illumina HiSeq 2000		North_American_Wolves		M		16.4303	16.3265	1.00635776						W	Isle Royale	0	Wolf40	North_American_Wolves	Wolves
Wolf41	im5	Wolf41	Canis	lupus	Wolf	WOLF									0				PRJNA361023	SAMN06219538	Illumina HiSeq 2000		Eastern_Eurasian_Wolves		F		45.4468	25.4691	1.78438971						W		0	Wolf41	North_American_Wolves	Wolves
Wolf42	ti3	Wolf42	Canis	lupus	Wolf	WOLF									0				PRJNA361023	SAMN06219539	Illumina HiSeq 2000		Eastern_Eurasian_Wolves				42.5143	42.2128	1.00714238						W		0	Wolf42	North_American_Wolves	Wolves
Wolf43	D-05-18	Wolf43	Canis	lupus	Grey_Wolf	WOLF									0				PRJEB20635	SAMEA104090978	Illumina HiSeq X Ten		Western_Eurasian_Wolves												W	Norway	0	Wolf43	Western_Eurasian_Wolves	Wolves
Wolf44	D-77-01	Wolf44	Canis	lupus	Grey_Wolf	WOLF									0				PRJEB20635	SAMEA104091004	Illumina HiSeq X Ten		Western_Eurasian_Wolves												W	Sweden	0	Wolf44	Western_Eurasian_Wolves	Wolves
