Sample_Name	Other_ID	Other_ID_2	Genus	Species	BreedCategory	BreedAbr.	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	BioProject	Accession	SeqPlatform	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)	CoverageX	CoverageRatio	Mean Depth	BoC %	Date Sequenced	Notes	Reference	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	"Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)"
ChineseIndigenousDog10		ChineseIndigenousDog10	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168360	Illumina HiSeq 2000		East_Asian_Dogs		F		12.7991	11.9546	1.07064226						D		0	ChineseIndigenousDog10	Dogs	East_Asian_Dogs
ChineseIndigenousDog11		ChineseIndigenousDog11	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168361	Illumina HiSeq 2000		East_Asian_Dogs		M		17.487	16.7678	1.04289173						D		0	ChineseIndigenousDog11	Dogs	East_Asian_Dogs
ChineseIndigenousDog12		ChineseIndigenousDog12	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168365	Illumina HiSeq 2000		East_Asian_Dogs		F		16.4313	9.18143	1.78962319						D		0	ChineseIndigenousDog12	Dogs	East_Asian_Dogs
ChineseIndigenousDog13		ChineseIndigenousDog13	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168366	Illumina HiSeq 2000		East_Asian_Dogs		M		18.1389	17.4144	1.0416035						D		0	ChineseIndigenousDog13	Dogs	East_Asian_Dogs
ChineseIndigenousDog14		ChineseIndigenousDog14	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168367	Illumina HiSeq 2000		East_Asian_Dogs		M		10.2317	6.10571	1.67575925						D		0	ChineseIndigenousDog14	Dogs	East_Asian_Dogs
ChineseIndigenousDog15		ChineseIndigenousDog15	Canis	familiaris	Chinese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168357	Illumina HiSeq 2000		East_Asian_Dogs		M		18.2738	11.4518	1.59571421						D		0	ChineseIndigenousDog15	Dogs	East_Asian_Dogs
ChineseSharpei01	NGSDOG024	ChineseSharpei01	Canis	familiaris	Chinese_Shar_Pei	SHAR									0				PRJNA327712	SAMN05356426	Illumina MiSeq		East_Asian_Dogs		M		10.6133	6.41543	1.65433962						D		0	ChineseSharpei01	Dogs	East_Asian_Dogs
ChineseSharpei02	NGSDOG025	ChineseSharpei02	Canis	familiaris	Chinese_Shar_Pei	SHAR									0				PRJNA327712	SAMN05356427	Illumina MiSeq		East_Asian_Dogs		F		10.7233	6.38439	1.6796123						D		0	ChineseSharpei02	Dogs	East_Asian_Dogs
ChineseSharpei03		ChineseSharpei03_11443	Canis	familiaris	Chinese_Shar_Pei	SHAR									0				PRJNA648123	SAMN15625979	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		F		18.4062	18.6865	0.98499987						D		0	ChineseSharpei03	Dogs	East_Asian_Dogs
ChineseSharpei04		ChineseSharpei04_11447	Canis	familiaris	Chinese_Shar_Pei	SHAR									0				PRJNA648123	SAMN15625980	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		M		19.017	19.0093	1.00040507						D		0	ChineseSharpei04	Dogs	East_Asian_Dogs
ChineseSharpei05		ChineseSharpei05_11448	Canis	familiaris	Chinese_Shar_Pei	SHAR									0				PRJNA648123	SAMN15625981	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		F		21.4916	12.1028	1.77575437						D		0	ChineseSharpei05	Dogs	East_Asian_Dogs
Chinook01		Chinook01	Canis	familiaris	Chinook	COOK									0				PRJNA263947	SAMN03580382	Illumina HiSeq 2000		American_Dogs		F		16.9789	17.8536	0.95100708						D		0	Chinook01	Dogs	Americas_Dogs
Chinook02		Chinook02_33140	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625801	ILLUMINA HI-SEQ 3000		American_Dogs		F		18.3804	18.4218	0.99775266						D		0	Chinook02	Dogs	Americas_Dogs
Chinook03		Chinook03_33141	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625802	ILLUMINA HI-SEQ 3000		American_Dogs		F		21.0545	21.0461	1.00039912						D		0	Chinook03	Dogs	Americas_Dogs
Chinook04		Chinook04_33143	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625803	ILLUMINA HI-SEQ 3000		American_Dogs		M		20.3007	20.316	0.9992469						D		0	Chinook04	Dogs	Americas_Dogs
Chinook05		Chinook05_33256	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625804	ILLUMINA HI-SEQ 3000		American_Dogs				17.7676	9.91734	1.79156911						D		0	Chinook05	Dogs	Americas_Dogs
Chinook06		Chinook06_33257	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625805	ILLUMINA HI-SEQ 3000		American_Dogs				17.046	9.52998	1.78867112						D		0	Chinook06	Dogs	Americas_Dogs
Chinook07		Chinook07_33317	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625806	ILLUMINA HI-SEQ 3000		American_Dogs				17.1505	17.1289	1.00126103						D		0	Chinook07	Dogs	Americas_Dogs
Chinook08		Chinook08_33360	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625807	ILLUMINA HI-SEQ 3000		American_Dogs				12.1772	6.94427	1.75356085						D		0	Chinook08	Dogs	Americas_Dogs
Chinook09		Chinook09_33362	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625808	ILLUMINA HI-SEQ 3000		American_Dogs				9.40051	5.40613	1.73886126						D		0	Chinook09	Dogs	Americas_Dogs
Chinook10		Chinook10_33386	Canis	familiaris	Chinook	COOK									0				PRJNA648123	SAMN15625809	ILLUMINA HI-SEQ 3000		American_Dogs		M		10.8202	10.8353	0.99860641						D		0	Chinook10	Dogs	Americas_Dogs
ChongqingDog01		ChongqingDog01	Canis	familiaris	Chongqing_Dog										0				PRJNA232497	SAMN02485578	Illumina HiSeq 2000		East_Asian_Dogs		F		7.44037	4.30652	1.72769893						D		0	ChongqingDog01	Dogs	East_Asian_Dogs
ChowChow01		ChowChow01_15630	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA448733	SAMN08872955	Illumina HiSeq 1000		East_Asian_Dogs		F		6.04295	6.16182	0.98070862						D		0	ChowChow01	Dogs	East_Asian_Dogs
ChowChow02		ChowChow02_13802	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA448733	SAMN08872956	Illumina HiSeq 2000		East_Asian_Dogs		M		64.8361	65.0404	0.99685888			3/23/14			D		0	ChowChow02	Dogs	East_Asian_Dogs
ChowChow03		ChowChow03	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA232497	SAMN02485574	Illumina HiSeq 2000		East_Asian_Dogs		F		7.3007	4.23122	1.72543616						D		0	ChowChow03	Dogs	East_Asian_Dogs
ChowChow04	CW011	ChowChow04	Canis	familiaris	Chow_Chow	CHOW									0				PRJEB16012	SAMEA104091566	Illumina HiSeq 3000		East_Asian_Dogs		F		19.6776	19.7772	0.9949639						D		0	ChowChow04	Dogs	East_Asian_Dogs
ChowChow05		ChowChow05_29846	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA648123	SAMN15625786	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		M		20.2122	20.2049	1.0003613						D		0	ChowChow05	Dogs	East_Asian_Dogs
ChowChow06		ChowChow06_30105	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA648123	SAMN15625787	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		M		20.0033	11.1038	1.80148238						D		0	ChowChow06	Dogs	East_Asian_Dogs
ChowChow07		ChowChow07_30210	Canis	familiaris	Chow_Chow	CHOW									0				PRJNA648123	SAMN15625788	ILLUMINA HI-SEQ 3000		East_Asian_Dogs		M		18.8533	10.5343	1.78970601						D		0	ChowChow07	Dogs	East_Asian_Dogs
CirnecodellEtna01		CirnecodellEtna01_26441	Canis	familiaris	Cirneco_dellEtna	CIRN									0				PRJNA648123	SAMN15625789	ILLUMINA HI-SEQ 3000		European_Dogs		F		18.5089	10.3355	1.79080838						D		0	CirnecodellEtna01	Dogs	European_Dogs
CirnecodellEtna02		CirnecodellEtna02_31283	Canis	familiaris	Cirneco_dellEtna	CIRN									0				PRJNA648123	SAMN15625790	ILLUMINA HI-SEQ 3000		European_Dogs		F		19.1266	19.0266	1.0052558						D		0	CirnecodellEtna02	Dogs	European_Dogs
CirnecodellEtna03		CirnecodellEtna03_31284	Canis	familiaris	Cirneco_dellEtna	CIRN									0				PRJNA648123	SAMN15625791	ILLUMINA HI-SEQ 3000		European_Dogs		M		18.0467	17.9387	1.0060205						D		0	CirnecodellEtna03	Dogs	European_Dogs
ClumberSpaniel01		ClumberSpaniel01	Canis	familiaris	Clumber_Spaniel	CLSP									0				PRJNA448733	SAMN08872959	Illumina Genome Analyzer IIx		European_Dogs		F		18.3149	10.3579	1.76820591						D		0	ClumberSpaniel01	Dogs	European_Dogs
ClumberSpaniel02		ClumberSpaniel02_27422	Canis	familiaris	Clumber_Spaniel	CLSP									0				PRJNA648123	SAMN15625794	ILLUMINA HI-SEQ 3000		European_Dogs		M		19.8761	19.8022	1.00373191						D		0	ClumberSpaniel02	Dogs	European_Dogs
ClumberSpaniel03		ClumberSpaniel03_33091	Canis	familiaris	Clumber_Spaniel	CLSP									0				PRJNA648123	SAMN15625795	ILLUMINA HI-SEQ 3000		European_Dogs		F		20.1819	11.186	1.80421062						D		0	ClumberSpaniel03	Dogs	European_Dogs
ClumberSpaniel04		ClumberSpaniel04_33092	Canis	familiaris	Clumber_Spaniel	CLSP									0				PRJNA648123	SAMN15625796	ILLUMINA HI-SEQ 3000		European_Dogs		F		19.6011	19.5183	1.00424217						D		0	ClumberSpaniel04	Dogs	European_Dogs
CockerSpanielAmerican01		CockerSpanielAmerican01_11414	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA288568	SAMN03801660	Illumina HiSeq 2000		American_European_Dogs		M		41.9174	42.7007	0.98165604			11/27/13			D		0	CockerSpanielAmerican01	Dogs	European_Dogs
CockerSpanielAmerican02		CockerSpanielAmerican02	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA288568	SAMN03801661	Illumina Genome Analyzer IIx		American_European_Dogs		M		18.9048	10.7244	1.76278393						D		0	CockerSpanielAmerican02	Dogs	European_Dogs
CockerSpanielAmerican03		CockerSpanielAmerican03	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA389682	SAMN07205121	Illumina HiSeq 2000		American_European_Dogs		F		38.3195	18.474	2.07423947						D		0	CockerSpanielAmerican03	Dogs	European_Dogs
CockerSpanielAmerican04		CockerSpanielAmerican04	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA389682	SAMN07205122	Illumina HiSeq 2000		American_European_Dogs		F		48.0214	48.1072	0.99821648						D		0	CockerSpanielAmerican04	Dogs	European_Dogs
CockerSpanielAmerican05		CockerSpanielAmerican05	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA389682	SAMN07205123	Illumina HiSeq 2000		American_European_Dogs		M		35.7986	35.8271	0.99920451						D		0	CockerSpanielAmerican05	Dogs	European_Dogs
CockerSpanielAmerican06		CockerSpanielAmerican06	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA389682	SAMN07205124	Illumina HiSeq 2000		American_European_Dogs		F		49.8103	27.6157	1.803695						D		0	CockerSpanielAmerican06	Dogs	European_Dogs
CockerSpanielAmerican07		CockerSpanielAmerican07_12451	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA648123	SAMN15625691	ILLUMINA HI-SEQ 3000		American_European_Dogs		M		19.5929	19.5053	1.00449109						D		0	CockerSpanielAmerican07	Dogs	European_Dogs
CockerSpanielAmerican08		CockerSpanielAmerican08_12452	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA648123	SAMN15625692	ILLUMINA HI-SEQ 3000		American_European_Dogs		F		18.6923	10.459	1.78719763						D		0	CockerSpanielAmerican08	Dogs	European_Dogs
CockerSpanielAmerican09		CockerSpanielAmerican09_12453	Canis	familiaris	Cocker_Spaniel_American	ACKR									0				PRJNA648123	SAMN15625693	ILLUMINA HI-SEQ 3000		American_European_Dogs		M		27.3138	27.1899	1.00455684						D		0	CockerSpanielAmerican09	Dogs	European_Dogs
CockerSpanielEnglish01		CockerSpanielEnglish01	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJEB2162	SAMEA1521941	Illumina HiSeq 2000		European_Dogs		M		23.3002	13.0228	1.78918512						D		0	CockerSpanielEnglish01	Dogs	European_Dogs
CockerSpanielEnglish02	SRR1784122	CockerSpanielEnglish02	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA263947	SAMN03323672	Illumina HiSeq 2000		European_Dogs		F		8.07838	4.97452	1.62395166						D		0	CockerSpanielEnglish02	Dogs	European_Dogs
CockerSpanielEnglish03	SRR1784124	CockerSpanielEnglish03	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA263947	SAMN03323673	Illumina HiSeq 2000		European_Dogs		M		14.3196	14.3947	0.9947828						D		0	CockerSpanielEnglish03	Dogs	European_Dogs
CockerSpanielEnglish04		CockerSpanielEnglish04	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA255370	SAMN02921306	Illumina HiSeq 1000		European_Dogs		F		10.9031	6.44878	1.6907229						D		0	CockerSpanielEnglish04	Dogs	European_Dogs
CockerSpanielEnglish05		CockerSpanielEnglish05	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA389682	SAMN07205125	Illumina HiSeq 2500		European_Dogs		M		36.04	35.5789	1.01295993						D		0	CockerSpanielEnglish05	Dogs	European_Dogs
CockerSpanielEnglish06	CP003	CockerSpanielEnglish06	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJEB16012	SAMEA4506900	Illumina HiSeq 2000		European_Dogs		F		27.5029	15.4293	1.7825112						D		0	CockerSpanielEnglish06	Dogs	European_Dogs
CockerSpanielEnglish07		CockerSpanielEnglish07_12021	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA648123	SAMN15625827	Illumina HiSeq 3000		European_Dogs		F		18.7398	18.6942	1.00243926						D		0	CockerSpanielEnglish07	Dogs	European_Dogs
CockerSpanielEnglish08		CockerSpanielEnglish08_13589	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA648123	SAMN15625828	Illumina HiSeq 3000		European_Dogs		F		20.6643	20.6821	0.99913935						D		0	CockerSpanielEnglish08	Dogs	European_Dogs
CockerSpanielEnglish09		CockerSpanielEnglish09_28381	Canis	familiaris	English_Cocker_Spaniel	ECKR									0				PRJNA648123	SAMN15625829	Illumina HiSeq 3000		European_Dogs		M		19.1366	20.4643	0.93512116						D		0	CockerSpanielEnglish09	Dogs	European_Dogs
Collie01		Collie01_13303	Canis	familiaris	Collie	COLL									0				PRJNA648123	SAMN15625798	Illumina HiSeq 3000		European_Dogs		F		20.3005	11.3046	1.7957734						D		0	Collie01	Dogs	European_Dogs
Collie02		Collie02_28861	Canis	familiaris	Collie	COLL									0				PRJNA648123	SAMN15625799	Illumina HiSeq 3000		European_Dogs		M		19.7757	19.3827	1.02027581						D		0	Collie02	Dogs	European_Dogs
Collie03		Collie03_29554	Canis	familiaris	Collie	COLL									0				PRJNA648123	SAMN15625800	Illumina HiSeq 3000		European_Dogs		F		19.9903	11.2219	1.78136501						D		0	Collie03	Dogs	European_Dogs
Coonhound01		Coonhound01	Canis	familiaris	Black_and_Tan_Coonhound	BTAN									0				PRJNA263947	SAMN04196853	Illumina HiSeq 2500		American_European_Dogs		F		27.3033	27.5502	0.99103818						D		0	Coonhound01	Dogs	European_Dogs
CotonDeTulear01		CotonDeTulear01_33217	Canis	familiaris	Coton_De_Tulear	COTO									0				PRJNA648123	SAMN15625810	Illumina HiSeq 3000		African_NearEast_India_Dogs		M		19.6115	19.5487	1.00321249						D		0	CotonDeTulear01	Dogs	African_NearEast_India_Dogs
CotonDeTulear02	SRR10077546	CotonDeTulear02	Canis	familiaris	Coton_De_Tulear	COTO									0				PRJNA263947	SAMN12700553	NextSeq 500		African_NearEast_India_Dogs				25.7645	14.3795	1.79175215						D		0	CotonDeTulear02	Dogs	African_NearEast_India_Dogs
CotonDeTulear03		CotonDeTulear03_33882	Canis	familiaris	Coton_De_Tulear	COTO									0				PRJNA648123	SAMN15625811	Illumina HiSeq 3000		African_NearEast_India_Dogs		M		17.6251	17.6577	0.99815378						D		0	CotonDeTulear03	Dogs	African_NearEast_India_Dogs
Coyote01	cac	Coyote01	Canis	latrans	Coyote	COYO									0				PRJNA255370	SAMN02921301	Illumina HiSeq 1500		Coyotes		M		26.2511	14.6481	1.79211638						C		0	Coyote01	Outgroup	Coyotes
Coyote02	alc	Coyote02	Canis	latrans	Coyote	COYO									0				PRJNA255370	SAMN02921302	Illumina HiSeq 1000		Coyotes		M		6.77105	4.15164	1.6309338						C		0	Coyote02	Outgroup	Coyotes
Coyote03	mwc	Coyote03	Canis	latrans	Coyote	COYO									0				PRJNA255370	SAMN02921303	Illumina HiSeq 1000		Coyotes				7.99192	4.48833	1.78059991						C		0	Coyote03	Outgroup	Coyotes
Coyote04	Coyote_Mexico	Coyote04	Canis	latrans	Coyote	COYO									0				PRJNA494815	SAMN10180422	Illumina HiSeq 2500		Coyotes												C		0	Coyote04	Outgroup	Coyotes
Coyote05	coyS19	Coyote05	Canis	latrans	Coyote	COYO									0								Coyotes												C		0	Coyote05	Outgroup	Coyotes
Coyote06	Coyote_Alaska	Coyote06	Canis	latrans	Coyote	COYO									0				PRJNA494815	SAMN10180421	Illumina HiSeq 2500		Coyotes												C		0	Coyote06	Outgroup	Coyotes
Coyote07	FloridaCoyote	Coyote07	Canis	latrans	Coyote	COYO									0				PRJNA331222	SAMN05439957	Illumina HiSeq 2000		Coyotes												C		0	Coyote07	Outgroup	Coyotes
Coyote08	Quebeck_wolf	Coyote08	Canis	latrans	Coyote	COYO									0				PRJNA331222	SAMN05736724	Illumina HiSeq 2000		Coyotes												C		0	Coyote08	Outgroup	Coyotes
CretanTracer01	FAM005078	CretanTracer01	Canis	familiaris	Cretan_Tracer										0								European_Dogs												D		0	CretanTracer01	Dogs	European_Dogs
CretanTracer02	FAM005079	CretanTracer02	Canis	familiaris	Cretan_Tracer										0								European_Dogs												D		0	CretanTracer02	Dogs	European_Dogs
CretanTracer03	FAM005080	CretanTracer03	Canis	familiaris	Cretan_Tracer										0								European_Dogs												D		0	CretanTracer03	Dogs	European_Dogs
CretanTracer04	FAM005081	CretanTracer04	Canis	familiaris	Cretan_Tracer										0								European_Dogs												D		0	CretanTracer04	Dogs	European_Dogs
CretanTracer05	FAM005082	CretanTracer05	Canis	familiaris	Cretan_Tracer										0								European_Dogs		F										D		0	CretanTracer05	Dogs	European_Dogs
CurlyCoatedRetriever01	CR039	CurlyCoatedRetriever01	Canis	familiaris	Curly_Coated_Retriever	CCRT									0				PRJEB16012	SAMEA104091556	Illumina HiSeq 3000		European_Dogs				22.3259	22.7602	0.98091845						D		0	CurlyCoatedRetriever01	Dogs	European_Dogs
CurlyCoatedRetriever02	ERR2750978	CurlyCoatedRetriever02	Canis	familiaris	Curly_Coated_Retriever	CCRT									0				PRJEB16012	SAMEA4848709	Illumina NovaSeq 6000		European_Dogs				46.2469	25.2861	1.82894555						D		0	CurlyCoatedRetriever02	Dogs	European_Dogs
CurlyCoatedRetriever03	ERR2750979	CurlyCoatedRetriever03	Canis	familiaris	Curly_Coated_Retriever	CCRT									0				PRJEB16012	SAMEA4848710	Illumina NovaSeq 6000		European_Dogs				35.2947	34.7256	1.01638849						D		0	CurlyCoatedRetriever03	Dogs	European_Dogs
CurlyCoatedRetriever04	ERR2759440	CurlyCoatedRetriever04	Canis	familiaris	Curly_Coated_Retriever	CCRT									0				PRJEB16012	SAMEA4867930	Illumina NovaSeq 6000		European_Dogs				31.1511	17.15	1.81639067						D		0	CurlyCoatedRetriever04	Dogs	European_Dogs
CurlyCoatedRetriever05	ERR2759441	CurlyCoatedRetriever05	Canis	familiaris	Curly_Coated_Retriever	CCRT									0				PRJEB16012	SAMEA4867931	Illumina NovaSeq 6000		European_Dogs		M		29.13	28.858	1.00942546						D		0	CurlyCoatedRetriever05	Dogs	European_Dogs
Dachshund01		Dachshund01	Canis	familiaris	Dachshund	DACH									0				PRJEB7736	SAMEA3121338	Illumina HiSeq 2000		European_Dogs		M		17.2778	9.80851	1.76151118						D		0	Dachshund01	Dogs	European_Dogs
Dachshund02	CFA.107835	Dachshund02	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN06159670	HiSeq X Ten		European_Dogs		M		44.898	24.7558	1.81363559						D		0	Dachshund02	Dogs	European_Dogs
Dachshund03	CFA.109668	Dachshund03	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN06159676	HiSeq X Ten		European_Dogs		M		36.173	20.0182	1.80700563						D		0	Dachshund03	Dogs	European_Dogs
Dachshund04	DH0117	Dachshund04	Canis	familiaris	Dachshund	DACH									0				PRJEB16012	SAMEA104091567	Illumina HiSeq 3000		European_Dogs		F		25.6137	14.2119	1.80227134						D		0	Dachshund04	Dogs	European_Dogs
Dachshund05	DH126	Dachshund05	Canis	familiaris	Dachshund	DACH									0				PRJEB16012	SAMEA104125117	Illumina HiSeq 3000		European_Dogs		M		18.8905	19.0051	0.99397004						D		0	Dachshund05	Dogs	European_Dogs
Dachshund06		Dachshund06_8242	Canis	familiaris	Dachshund	DACH									0				PRJNA685036	SAMN17192063	Illumina NovaSeq 6000		European_Dogs		F		55.9273	30.9318	1.80808424						D		0	Dachshund06	Dogs	European_Dogs
Dachshund07		Dachshund07_8249	Canis	familiaris	Dachshund	DACH									0				PRJNA685036	SAMN17192064	Illumina NovaSeq 6000		European_Dogs		M		25.887	25.8129	1.00287066						D		0	Dachshund07	Dogs	European_Dogs
Dachshund08		Dachshund08_12335	Canis	familiaris	Dachshund	DACH									0				PRJNA685036	SAMN17192065	Illumina NovaSeq 6000		European_Dogs		F		27.2185	14.9772	1.81732901						D		0	Dachshund08	Dogs	European_Dogs
Dachshund09		Dachshund09_27368	Canis	familiaris	Dachshund	DACH									0				PRJNA685036	SAMN17192066	Illumina NovaSeq 6000		European_Dogs		F		48.9206	48.2687	1.01350565						D		0	Dachshund09	Dogs	European_Dogs
Dachshund10		Dachshund10_8257	Canis	familiaris	Dachshund	DACH									0				PRJNA648123	SAMN15625817	Illumina HiSeq 3000		European_Dogs		F		19.3525	19.3195	1.00170812						D		0	Dachshund10	Dogs	European_Dogs
Dachshund11		Dachshund11_8272	Canis	familiaris	Dachshund	DACH									0				PRJNA648123	SAMN15625818	Illumina HiSeq 3000		European_Dogs		M		22.1323	22.0992	1.00149779						D		0	Dachshund11	Dogs	European_Dogs
Dachshund12	SRR10077566	Dachshund12	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN12700535	Illumina NovaSeq 6000		European_Dogs				47.5738	26.2932	1.80935755						D		0	Dachshund12	Dogs	European_Dogs
Dachshund13	SRR10752613	Dachshund13	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN13655897	Illumina NovaSeq 6000		European_Dogs				35.686	35.3465	1.00960491						D		0	Dachshund13	Dogs	European_Dogs
Dachshund14	SRR10752642	Dachshund14	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN13655902	Illumina NovaSeq 6000		European_Dogs				36.1767	35.7866	1.01090073						D		0	Dachshund14	Dogs	European_Dogs
Dachshund15	SRR10752643	Dachshund15	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN13655901	Illumina NovaSeq 6000		European_Dogs				27.1911	27.1643	1.00098659						D		0	Dachshund15	Dogs	European_Dogs
Dachshund16	SRR10752646	Dachshund16	Canis	familiaris	Dachshund	DACH									0				PRJNA263947	SAMN13655898	Illumina NovaSeq 6000		European_Dogs		F		34.2114	18.8359	1.81628698						D		0	Dachshund16	Dogs	European_Dogs
Dalmatian01		Dalmatian01	Canis	familiaris	Dalmatian	DALM									0				PRJNA448733	SAMN08872976	Illumina HiSeq 2500		European_Dogs		M		34.5204	34.4887	1.00091914						D		0	Dalmatian01	Dogs	European_Dogs
Dalmatian02	DAL162K1	Dalmatian02	Canis	familiaris	Dalmatian	DALM									0				PRJNA360671	SAMN06214558	Illumina HiSeq 2500		European_Dogs		M		15.5739	8.56508	1.81830176						D		0	Dalmatian02	Dogs	European_Dogs
Dalmatian03		Dalmatian03_7305	Canis	familiaris	Dalmatian	DALM									0				PRJNA648123	SAMN15625819	Illumina HiSeq 3000		European_Dogs		F		23.461	13.0706	1.79494438						D		0	Dalmatian03	Dogs	European_Dogs
Dalmatian04		Dalmatian04_13301	Canis	familiaris	Dalmatian	DALM									0				PRJNA648123	SAMN15625820	Illumina HiSeq 3000		European_Dogs		M		18.9644	18.9833	0.99900439						D		0	Dalmatian04	Dogs	European_Dogs
DandieDinmontTerrier01		DandieDinmontTerrier01_7731	Canis	familiaris	Dandie_Dinmont_Terrier	DDMT									0				PRJNA648123	SAMN15625821	Illumina HiSeq 3000		European_Dogs		F		21.7336	12.1207	1.79309776						D		0	DandieDinmontTerrier01	Dogs	European_Dogs
DandieDinmontTerrier02		DandieDinmontTerrier02_7732	Canis	familiaris	Dandie_Dinmont_Terrier	DDMT									0				PRJNA648123	SAMN15625822	Illumina HiSeq 3000		European_Dogs		F		19.2347	18.9725	1.01382						D		0	DandieDinmontTerrier02	Dogs	European_Dogs
DandieDinmontTerrier03		DandieDinmontTerrier03_7733	Canis	familiaris	Dandie_Dinmont_Terrier	DDMT									0				PRJNA648123	SAMN15625823	Illumina HiSeq 3000		European_Dogs				21.1872	21.0608	1.00600167						D		0	DandieDinmontTerrier03	Dogs	European_Dogs
Dhole02	Dhole_BerlinZoo	Dhole02	Canis	alpinus	Dhole										0								Outgroup		M										W		0	Dhole02	Outgroup	Outgroup
Dingo01		Dingo01	Canis	familiaris	Dingo	DNGO									0				PRJNA274504	SAMN03366709	Illumina HiSeq 2000		East_Asian_Dogs				6.82211	3.98845	1.71046647						D		0	Dingo01	Dogs	East_Asian_Dogs
Dingo02		Dingo02_34694	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo02	Dogs	East_Asian_Dogs
Dingo03		Dingo03_35294	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo03	Dogs	East_Asian_Dogs
Dingo04		Dingo04_35295	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo04	Dogs	East_Asian_Dogs
Dingo05		Dingo05_35296	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo05	Dogs	East_Asian_Dogs
Dingo06		Dingo06_35297	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo06	Dogs	East_Asian_Dogs
Dingo07		Dingo07_35298	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo07	Dogs	East_Asian_Dogs
