Sample	Dog_PCA	Wolf_Dog_PCA
GiantSchnauzer04_26265	European_Dogs	European_Dogs
GiantSchnauzer05	European_Dogs	European_Dogs
GlenofImaalTerrier01_4258	European_Dogs	European_Dogs
GlenofImaalTerrier02_4263	European_Dogs	European_Dogs
GlenofImaalTerrier03_4265	European_Dogs	European_Dogs
GlenofImaalTerrier04_4266	European_Dogs	European_Dogs
GlenofImaalTerrier05_4268	European_Dogs	European_Dogs
GlenofImallTerrier06_4261	European_Dogs	European_Dogs
GoldenJackal01	Wolves	Outgroup
GoldenJackal02	Wolves	Outgroup
GoldenJackal03	Wolves	Outgroup
GoldenRetriever01	European_Dogs	European_Dogs
GoldenRetriever02	European_Dogs	European_Dogs
GoldenRetriever03	European_Dogs	European_Dogs
GoldenRetriever05	European_Dogs	European_Dogs
GoldenRetriever06	European_Dogs	European_Dogs
GoldenRetriever07	European_Dogs	European_Dogs
GoldenRetriever08	European_Dogs	European_Dogs
GoldenRetriever09	European_Dogs	European_Dogs
GoldenRetriever10	European_Dogs	European_Dogs
GoldenRetriever11	European_Dogs	European_Dogs
GoldenRetriever12	European_Dogs	European_Dogs
GoldenRetriever13	European_Dogs	European_Dogs
GoldenRetriever14	European_Dogs	European_Dogs
GoldenRetriever15	European_Dogs	European_Dogs
GoldenRetriever16	European_Dogs	European_Dogs
GoldenRetriever17	European_Dogs	European_Dogs
GoldenRetriever18	European_Dogs	European_Dogs
GoldenRetriever19	European_Dogs	European_Dogs
GoldenRetriever20	European_Dogs	European_Dogs
GoldenRetriever21	European_Dogs	European_Dogs
GoldenRetriever22_797	European_Dogs	European_Dogs
GoldenRetriever23_25512	European_Dogs	European_Dogs
GoldenRetriever24	European_Dogs	European_Dogs
GoldenRetriever25	European_Dogs	European_Dogs
GoldenRetriever26	European_Dogs	European_Dogs
GoldenRetriever27	European_Dogs	European_Dogs
GoldenRetriever28	European_Dogs	European_Dogs
GoldenRetriever29	European_Dogs	European_Dogs
GordonSetter01	European_Dogs	European_Dogs
GordonSetter02	European_Dogs	European_Dogs
GrandeBassetGriffonVendeen01_5370	European_Dogs	European_Dogs
GrandeBassetGriffonVendeen02_5372	European_Dogs	European_Dogs
GrandeBassetGriffonVendeen03_5373	European_Dogs	European_Dogs
GrayFox01	Wolves	Outgroup
GreatDane01_6610	European_Dogs	European_Dogs
GreatDane02	European_Dogs	European_Dogs
GreatDane03	European_Dogs	European_Dogs
GreatDane04	European_Dogs	European_Dogs
GreatDane05	European_Dogs	European_Dogs
GreatPlainsWolf01	Wolves	North_American_Wolves
GreatPyrenees01	European_Dogs	European_Dogs
GreaterSwissMountainDog01	European_Dogs	European_Dogs
GreaterSwissMountainDog01_Reseq_25402	European_Dogs	European_Dogs
GreaterSwissMountainDog02	European_Dogs	European_Dogs
GreaterSwissMountainDog03	European_Dogs	European_Dogs
GreaterSwissMountainDog04	European_Dogs	European_Dogs
GreaterSwissMountainDog05	European_Dogs	European_Dogs
GreekTracer01	European_Dogs	European_Dogs
GreekTracer02	European_Dogs	European_Dogs
GreekTracer03	European_Dogs	European_Dogs
GreekTracer04	European_Dogs	European_Dogs
GreekTracer05	European_Dogs	European_Dogs
GreenlandDog01	Arctic_Dogs	Arctic_Dogs
Greyhound01	European_Dogs	European_Dogs
Greyhound02	European_Dogs	European_Dogs
Greyhound03	European_Dogs	European_Dogs
Greyhound04	European_Dogs	European_Dogs
Greyhound05	European_Dogs	European_Dogs
Greyhound06	European_Dogs	European_Dogs
Greyhound07	European_Dogs	European_Dogs
Greyhound08	European_Dogs	European_Dogs
Greyhound09	European_Dogs	European_Dogs
Greyhound10	European_Dogs	European_Dogs
Grossspitz01	European_Dogs	European_Dogs
Havanese01	European_Dogs	European_Dogs
Havanese02	European_Dogs	European_Dogs
Havanese03	European_Dogs	European_Dogs
Havanese04	European_Dogs	European_Dogs
Havanese05	European_Dogs	European_Dogs
Havanese06	European_Dogs	European_Dogs
Heideterrier01	European_Dogs	European_Dogs
HighlandWildDog01_34326	Wolves	Wolves
HighlandWildDog02_34327	Wolves	Wolves
HighlandWildDog03_35837	Wolves	Wolves
Hovawart01	European_Dogs	European_Dogs
Hovawart02	European_Dogs	European_Dogs
Hovawart03	European_Dogs	European_Dogs
IbizanHound01_1171	European_Dogs	European_Dogs
IbizanHound02_1172	European_Dogs	European_Dogs
IbizanHound03_1228	European_Dogs	European_Dogs
IbizanHound04_1230	European_Dogs	European_Dogs
IbizanHound05_1164	European_Dogs	European_Dogs
IbizanHound06_1316	European_Dogs	European_Dogs
IbizanHound07_21535	European_Dogs	European_Dogs
IcelandicSheepdog01_30708	European_Dogs	European_Dogs
IcelandicSheepdog02_30709	European_Dogs	European_Dogs
IndigenousDogNigeria01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria04	African_NearEast_India_Dogs	African_NearEast_India_Dogs
IndigenousDogVietnam01	East_Asian_Dogs	East_Asian_Dogs
IndigenousDogVietnam02	East_Asian_Dogs	East_Asian_Dogs
IndigenousDogVietnam03	East_Asian_Dogs	East_Asian_Dogs
IndigenousDogVietnam04	East_Asian_Dogs	East_Asian_Dogs
IndigenousDogVietnam05	East_Asian_Dogs	East_Asian_Dogs
IrishRedandWhiteSetter01_5386	European_Dogs	European_Dogs
IrishSetter01_29781	European_Dogs	European_Dogs
IrishTerrier01	European_Dogs	European_Dogs
IrishTerrier02	European_Dogs	European_Dogs
IrishTerrier03_31717	European_Dogs	European_Dogs
IrishTerrier04	European_Dogs	European_Dogs
IrishWaterSpaniel01_28373	European_Dogs	European_Dogs
IrishWaterSpaniel02_30479	European_Dogs	European_Dogs
IrishWaterSpaniel03_30480	European_Dogs	European_Dogs
IrishWaterSpaniel04_30856	European_Dogs	European_Dogs
IrishWaterSpaniel05_30861	European_Dogs	European_Dogs
IrishWaterSpaniel06_30864	European_Dogs	European_Dogs
IrishWaterSpaniel07	European_Dogs	European_Dogs
IrishWolfhound01_21534	European_Dogs	European_Dogs
IstrianShorthairedHound01	European_Dogs	European_Dogs
ItalianGreyhound01	European_Dogs	European_Dogs
ItalianGreyhound02	European_Dogs	European_Dogs
JackRussellTerrier02	European_Dogs	European_Dogs
JackRussellTerrier03	European_Dogs	European_Dogs
JackRussellTerrier04	European_Dogs	European_Dogs
JackRussellTerrier05	European_Dogs	European_Dogs
JackRussellTerrier06	European_Dogs	European_Dogs
JackRussellTerrier07	European_Dogs	European_Dogs
JackRussellTerrier08	European_Dogs	European_Dogs
JackRussellTerrier09	European_Dogs	European_Dogs
Jamthund01	European_Dogs	European_Dogs
JapaneseChin01_12777	East_Asian_Dogs	East_Asian_Dogs
JapaneseChin03_24956	East_Asian_Dogs	East_Asian_Dogs
JapaneseChin04_24329	East_Asian_Dogs	East_Asian_Dogs
Jindo01	East_Asian_Dogs	East_Asian_Dogs
Keeshond01_29779	European_Dogs	European_Dogs
Keeshond02_34863	European_Dogs	European_Dogs
Keeshond03_35078	European_Dogs	European_Dogs
KellyBlueTerrier03	European_Dogs	European_Dogs
KerryBlueTerrier02	European_Dogs	European_Dogs
KintamaniDog01	East_Asian_Dogs	East_Asian_Dogs
Komondor01_29392	European_Dogs	European_Dogs
Kromfohrlander01	European_Dogs	European_Dogs
KunmingDog01	East_Asian_Dogs	East_Asian_Dogs
KunmingDog02	East_Asian_Dogs	East_Asian_Dogs
KunmingDog03	East_Asian_Dogs	East_Asian_Dogs
KunmingDog04	East_Asian_Dogs	East_Asian_Dogs
KunmingDog05	East_Asian_Dogs	East_Asian_Dogs
KunmingDog06	East_Asian_Dogs	East_Asian_Dogs
KunmingDog07	East_Asian_Dogs	East_Asian_Dogs
KunmingDog08	East_Asian_Dogs	East_Asian_Dogs
KunmingDog09	East_Asian_Dogs	East_Asian_Dogs
KunmingDog10	East_Asian_Dogs	East_Asian_Dogs
KunmingDog11	East_Asian_Dogs	East_Asian_Dogs
KunmingDog12	East_Asian_Dogs	East_Asian_Dogs
KunmingDog13	East_Asian_Dogs	East_Asian_Dogs
KunmingDog14	East_Asian_Dogs	East_Asian_Dogs
KunmingDog15	East_Asian_Dogs	East_Asian_Dogs
KunmingDog16	East_Asian_Dogs	East_Asian_Dogs
KunmingDog17	East_Asian_Dogs	East_Asian_Dogs
KunmingDog18	East_Asian_Dogs	East_Asian_Dogs
KunmingDog19	East_Asian_Dogs	East_Asian_Dogs
KunmingDog20	East_Asian_Dogs	East_Asian_Dogs
KunmingDog21	East_Asian_Dogs	East_Asian_Dogs
Kuvasz01_7774	European_Dogs	European_Dogs
Kuvasz01_Reseq_7774	European_Dogs	European_Dogs
Kuvasz02_6230	European_Dogs	European_Dogs
Kuvasz03_7525	European_Dogs	European_Dogs
Kuvasz04	European_Dogs	European_Dogs
LabradorRetriever01	European_Dogs	European_Dogs
LabradorRetriever02	European_Dogs	European_Dogs
LabradorRetriever03	European_Dogs	European_Dogs
LabradorRetriever04	European_Dogs	European_Dogs
LabradorRetriever05	European_Dogs	European_Dogs
LabradorRetriever06	European_Dogs	European_Dogs
LabradorRetriever07	European_Dogs	European_Dogs
LabradorRetriever08	European_Dogs	European_Dogs
LabradorRetriever10	European_Dogs	European_Dogs
LabradorRetriever12	European_Dogs	European_Dogs
LabradorRetriever13	European_Dogs	European_Dogs
LabradorRetriever14	European_Dogs	European_Dogs
LabradorRetriever15	European_Dogs	European_Dogs
LabradorRetriever16	European_Dogs	European_Dogs
LabradorRetriever17	European_Dogs	European_Dogs
LabradorRetriever18	European_Dogs	European_Dogs
LabradorRetriever19	European_Dogs	European_Dogs
LabradorRetriever20	European_Dogs	European_Dogs
LabradorRetriever21	European_Dogs	European_Dogs
LabradorRetriever22	European_Dogs	European_Dogs
LabradorRetriever23	European_Dogs	European_Dogs
LabradorRetriever24	European_Dogs	European_Dogs
LabradorRetriever25	European_Dogs	European_Dogs
LabradorRetriever26	European_Dogs	European_Dogs
LagottoRomagnolo01	European_Dogs	European_Dogs
LagottoRomagnolo02	European_Dogs	European_Dogs
LagottoRomagnolo03	European_Dogs	European_Dogs
LagottoRomagnolo04	European_Dogs	European_Dogs
LagottoRomagnolo05	European_Dogs	European_Dogs
LagottoRomagnolo06	European_Dogs	European_Dogs
LagottoRomagnolo07_31299	European_Dogs	European_Dogs
LagottoRomagnolo08_31603	European_Dogs	European_Dogs
LagottoRomagnolo09_33195	European_Dogs	European_Dogs
LancashireHeeler01_5375	European_Dogs	European_Dogs
LancashireHeeler02_5378	European_Dogs	European_Dogs
LancashireHeeler03_33512	European_Dogs	European_Dogs
Landseer01	European_Dogs	European_Dogs
LapponianHerder01	European_Dogs	European_Dogs
Leonberger01	European_Dogs	European_Dogs
Leonberger02	European_Dogs	European_Dogs
Leonberger03	European_Dogs	European_Dogs
Leonberger04	European_Dogs	European_Dogs
Leonberger05	European_Dogs	European_Dogs
Leonberger06	European_Dogs	European_Dogs
Leonberger07	European_Dogs	European_Dogs
Leonberger08	European_Dogs	European_Dogs
Leonberger09	European_Dogs	European_Dogs
Leonberger10	European_Dogs	European_Dogs
Leonberger11	European_Dogs	European_Dogs
Leonberger12	European_Dogs	European_Dogs
Leonberger13	European_Dogs	European_Dogs
Leonberger14	European_Dogs	European_Dogs
Leonberger15	European_Dogs	European_Dogs
Leonberger16	European_Dogs	European_Dogs
Leonberger17	European_Dogs	European_Dogs
Leonberger18	European_Dogs	European_Dogs
Leonberger19	European_Dogs	European_Dogs
Leonberger20	European_Dogs	European_Dogs
Leonberger21	European_Dogs	European_Dogs
Leonberger22_20043	European_Dogs	European_Dogs
Leonberger23_20044	European_Dogs	European_Dogs
LhasaApso01_6220	East_Asian_Dogs	East_Asian_Dogs
LhasaApso02_20104	East_Asian_Dogs	East_Asian_Dogs
LhasaApso03_26983	East_Asian_Dogs	East_Asian_Dogs
LhasaApso04	East_Asian_Dogs	East_Asian_Dogs
Lowchen01	European_Dogs	European_Dogs
MIX_AmericanCocker_Beagle01	European_Dogs	European_Dogs
MIX_AmericanCocker_Beagle02	European_Dogs	European_Dogs
MIX_AmericanCocker_Beagle03	European_Dogs	European_Dogs
MIX_Dachshund01	European_Dogs	European_Dogs
MIX_GoldenRetriever01	European_Dogs	European_Dogs
MIX_KerryBlueTerrier_Beagle01	European_Dogs	European_Dogs
MIX_LabradorRetriever01	European_Dogs	European_Dogs
MIX_MiniatureSchnauzer_Beagle01	European_Dogs	European_Dogs
Maltese01_27447	European_Dogs	European_Dogs
Maltese02_1257	European_Dogs	European_Dogs
Maltese03	European_Dogs	European_Dogs
Maltese04	European_Dogs	European_Dogs
Maltese05	European_Dogs	European_Dogs
Maltese06	European_Dogs	European_Dogs
Maltese07	European_Dogs	European_Dogs
Maltese08	European_Dogs	European_Dogs
Maltese09	European_Dogs	European_Dogs
Maltese10	European_Dogs	European_Dogs
Maltese11	European_Dogs	European_Dogs
Maltese12	European_Dogs	European_Dogs
Maltese13	European_Dogs	European_Dogs
Maltese14	European_Dogs	European_Dogs
Maltese15	European_Dogs	European_Dogs
Maremma01_21897	European_Dogs	European_Dogs
MastinoAbruzzese01_24546	European_Dogs	European_Dogs
MauritianDog01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
MexicanHairless01	Americas_Dogs	Americas_Dogs
MiniatureBullTerrier01	European_Dogs	European_Dogs
MiniatureBullTerrier02_23778	European_Dogs	European_Dogs
MiniatureBullTerrier03_23779	European_Dogs	European_Dogs
MiniatureBullTerrier04	European_Dogs	European_Dogs
MiniatureBullTerrier05_11474	European_Dogs	European_Dogs
MiniaturePinscher01_12874	European_Dogs	European_Dogs
MiniaturePoodle01_27535	European_Dogs	European_Dogs
MiniaturePoodle02	European_Dogs	European_Dogs
MiniaturePoodle03_27597	European_Dogs	European_Dogs
MiniatureSchnauzer01	European_Dogs	European_Dogs
MiniatureSchnauzer02	European_Dogs	European_Dogs
MiniatureSchnauzer03	European_Dogs	European_Dogs
MiniatureSchnauzer04_21475	European_Dogs	European_Dogs
MiniatureSchnauzer05	European_Dogs	European_Dogs
MiniatureSchnauzer06	European_Dogs	European_Dogs
MiniatureSchnauzer07	European_Dogs	European_Dogs
MiniatureSchnauzer08	European_Dogs	European_Dogs
MiniatureSchnauzer09	European_Dogs	European_Dogs
MiniatureSchnauzer10	European_Dogs	European_Dogs
MiniatureSchnauzer11	European_Dogs	European_Dogs
MiniatureSchnauzer12	European_Dogs	European_Dogs
MiniatureSchnauzer13	European_Dogs	European_Dogs
MiniatureSchnauzer14	European_Dogs	European_Dogs
MiniatureSchnauzer15	European_Dogs	European_Dogs
MiniatureSchnauzer17	European_Dogs	European_Dogs
MiniatureSchnauzer18_24692	European_Dogs	European_Dogs
MixedBreed06	East_Asian_Dogs	East_Asian_Dogs
MixedBreed07	Arctic_Dogs	Arctic_Dogs
MixedBreed08	European_Dogs	European_Dogs
MixedBreed09_27941	European_Dogs	European_Dogs
MixedBreed10	European_Dogs	European_Dogs
MountainCur01_9321	European_Dogs	European_Dogs
MountainCur02_33066	European_Dogs	European_Dogs
MountainCur03_33173	European_Dogs	European_Dogs
MountainCur04_33312	European_Dogs	European_Dogs
Mudi01_33142	European_Dogs	European_Dogs
Mudi01_Reseq_33142	European_Dogs	European_Dogs
Mudi02_33179	European_Dogs	European_Dogs
NeapolitanMastiff01_23560	European_Dogs	European_Dogs
NeapolitanMastiff02_23561	European_Dogs	European_Dogs
NewGuineaSingingDog01_30192	Wolves	Wolves
NewGuineaSingingDog02	Wolves	Wolves
NewGuineaSingingDog03	Wolves	Wolves
NewGuineaSingingDog04	Wolves	Wolves
NewGuineaSingingDog07_30192r	Wolves	Wolves
NewGuineaSingingDog08_34692	Wolves	Wolves
NewGuineaSingingDog09_35129	Wolves	Wolves
NewGuineaSingingDog10_35130	Wolves	Wolves
NewGuineaSingingDog11_35131	Wolves	Wolves
NewGuineaSingingDog12_35132	Wolves	Wolves
NewGuineaSingingDog13_34695	Wolves	Wolves
NewGuineaSingingDog14_34699	Wolves	Wolves
NewGuineaSingingDog15_35133	Wolves	Wolves
NewGuineaSingingDog16	Wolves	Wolves
NewGuineaSingingDog17	Wolves	Wolves
Newfoundland01	European_Dogs	European_Dogs
Newfoundland02	European_Dogs	European_Dogs
Newfoundland03_29596	European_Dogs	European_Dogs
Newfoundland04	European_Dogs	European_Dogs
Newfoundland05_29395	European_Dogs	European_Dogs
NorfolkTerrier01_4675	European_Dogs	European_Dogs
NorfolkTerrier02_5353	European_Dogs	European_Dogs
NorwegianBuhund01_25380	European_Dogs	European_Dogs
NorwegianBuhund02_31794	European_Dogs	European_Dogs
NorwegianElkhound01	European_Dogs	European_Dogs
NorwegianElkhound02_29785	European_Dogs	European_Dogs
NorwegianElkhound03_1011	European_Dogs	European_Dogs
NorwegianElkhound04_1012	European_Dogs	European_Dogs
NorwegianElkhound05_31276	European_Dogs	European_Dogs
NorwegianElkhound06_31968	European_Dogs	European_Dogs
NorwegianLundehund01	European_Dogs	European_Dogs
NorwegianLundehund02	European_Dogs	European_Dogs
NorwegianLundehund03	European_Dogs	European_Dogs
NorwegianLundehund04_31115	European_Dogs	European_Dogs
NorwegianLundehund05_31832	European_Dogs	European_Dogs
NorwegianLundehund06_31833	European_Dogs	European_Dogs
NorwichTerrier01	European_Dogs	European_Dogs
NorwichTerrier02	European_Dogs	European_Dogs
NorwichTerrier03	European_Dogs	European_Dogs
NorwichTerrier04	European_Dogs	European_Dogs
NorwichTerrier05_25012	European_Dogs	European_Dogs
NorwichTerrier06_25013	European_Dogs	European_Dogs
NovaScotiaDuckTollingRetriever01	European_Dogs	European_Dogs
NovaScotiaDuckTollingRetriever02_13604	European_Dogs	European_Dogs
OldEnglishSheepdog01_5990	European_Dogs	European_Dogs
OldEnglishSheepdog02_6003	European_Dogs	European_Dogs
OldEnglishSheepdog03_6014	European_Dogs	European_Dogs
Otterhound01_26411	European_Dogs	European_Dogs
Otterhound02_26412	European_Dogs	European_Dogs
Otterhound03_26413	European_Dogs	European_Dogs
Otterhound04	European_Dogs	European_Dogs
Papillon01_22902	European_Dogs	European_Dogs
Papillon02_27882	European_Dogs	European_Dogs
ParsonsRussellTerrier01	European_Dogs	European_Dogs
ParsonsRussellTerrier02_12325	European_Dogs	European_Dogs
PatagonianOvejeroDog01_33712	European_Dogs	European_Dogs
PatagonianOvejeroDog02_33715	European_Dogs	European_Dogs
PatagonianOvejeroDog03_34829	European_Dogs	European_Dogs
PatagonianOvejeroDog04_34830	European_Dogs	European_Dogs
PatagonianOvejeroDog05_34831	European_Dogs	European_Dogs
PatagonianOvejeroDog06_34833	European_Dogs	European_Dogs
PatagonianOvejeroDog07_34834	European_Dogs	European_Dogs
Pekingese01_23356	East_Asian_Dogs	East_Asian_Dogs
Pekingese02	East_Asian_Dogs	East_Asian_Dogs
PembrokeWelshCorgi01	European_Dogs	European_Dogs
PembrokeWelshCorgi02	European_Dogs	European_Dogs
PembrokeWelshCorgi03	European_Dogs	European_Dogs
PembrokeWelshCorgi04_29405	European_Dogs	European_Dogs
PembrokeWelshCorgi05_33363	European_Dogs	European_Dogs
PeruvianHairless01	Americas_Dogs	Americas_Dogs
PeruvianVillageDog01	Americas_Dogs	Americas_Dogs
PeruvianVillageDog02	Americas_Dogs	Americas_Dogs
PeruvianVillageDog03	Americas_Dogs	Americas_Dogs
PeruvianVillageDog04	Americas_Dogs	Americas_Dogs
PeruvianVillageDog05	Americas_Dogs	Americas_Dogs
PeruvianVillageDog06	Americas_Dogs	Americas_Dogs
PeruvianVillageDog07	Americas_Dogs	Americas_Dogs
PeruvianVillageDog08	Americas_Dogs	Americas_Dogs
PetitBassetGriffonVendeen01	European_Dogs	European_Dogs
PetitBassetGriffonVendeen02_9402	European_Dogs	European_Dogs
PetitBassetGriffonVendeen03_9419	European_Dogs	European_Dogs
PetitBassetGriffonVendeen04_12353	European_Dogs	European_Dogs
PetitBassetGriffonVendeen05_11478	European_Dogs	European_Dogs
PharaohHound01_27778	European_Dogs	European_Dogs
PharaohHound02_27788	European_Dogs	European_Dogs
PharaohHound03_27789	European_Dogs	European_Dogs
PhuquocRidgeback01_34142	East_Asian_Dogs	East_Asian_Dogs
PhuquocRidgeback02_34878	East_Asian_Dogs	East_Asian_Dogs
PhuquocRidgeback03_34880	East_Asian_Dogs	East_Asian_Dogs
PitBullTerrier01	European_Dogs	European_Dogs
PitBullTerrier02	European_Dogs	European_Dogs
PitBullTerrier03	European_Dogs	European_Dogs
PitBullTerrier04	European_Dogs	European_Dogs
Pointer01_15390	European_Dogs	European_Dogs
Pointer02_15391	European_Dogs	European_Dogs
Pointer03_27378	European_Dogs	European_Dogs
Pointer04	European_Dogs	European_Dogs
Pointer05_9031	European_Dogs	European_Dogs
Pointer06_20568	European_Dogs	European_Dogs
Pointer07_24730	European_Dogs	European_Dogs
Pomeranian01	European_Dogs	European_Dogs
Pomeranian02	European_Dogs	European_Dogs
Pomeranian03_8521	European_Dogs	European_Dogs
PortuguesePodengo01	European_Dogs	European_Dogs
PortuguesePodengoPequeno01_33229	European_Dogs	European_Dogs
PortuguesePodengoPequeno02_34432	European_Dogs	European_Dogs
PortugueseWaterDog01_4528	European_Dogs	European_Dogs
PortugueseWaterDog02_30033	European_Dogs	European_Dogs
PortugueseWaterDog03_30003	European_Dogs	European_Dogs
PortugueseWaterDog04_29986	European_Dogs	European_Dogs
PortugueseWaterDog05_29934	European_Dogs	European_Dogs
PortugueseWaterDog06_29907	European_Dogs	European_Dogs
PortugueseWaterDog07_30187	European_Dogs	European_Dogs
PortugueseWaterDog08_29911	European_Dogs	European_Dogs
PortugueseWaterDog09_30157	European_Dogs	European_Dogs
PortugueseWaterDog09_Reseq_30157	European_Dogs	European_Dogs
PortugueseWaterDog10_29901	European_Dogs	European_Dogs
PortugueseWaterDog11_30165	European_Dogs	European_Dogs
PortugueseWaterDog12	European_Dogs	European_Dogs
PortugueseWaterDog13_5834	European_Dogs	European_Dogs
PortugueseWaterDog15_34618	European_Dogs	European_Dogs
Pug01	East_Asian_Dogs	East_Asian_Dogs
Pug02	East_Asian_Dogs	East_Asian_Dogs
Pug03	East_Asian_Dogs	East_Asian_Dogs
Pug04	East_Asian_Dogs	East_Asian_Dogs
Pug05	East_Asian_Dogs	East_Asian_Dogs
Pug06	East_Asian_Dogs	East_Asian_Dogs
Pug07	East_Asian_Dogs	East_Asian_Dogs
Puli01_27429	European_Dogs	European_Dogs
Pumi01_29689	European_Dogs	European_Dogs
Pumi01_Reseq_29689	European_Dogs	European_Dogs
Pumi02_29695	European_Dogs	European_Dogs
Pumi03_29697	European_Dogs	European_Dogs
QingchuanDog01	East_Asian_Dogs	East_Asian_Dogs
QuebecWolf	Wolves	North_American_Wolves
RedWolf03	Wolves	North_American_Wolves
RedWolf04	Wolves	North_American_Wolves
RedWolf05	Wolves	North_American_Wolves
RedWolf06	Wolves	North_American_Wolves
RhodesianRidgeback01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback04	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback05	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback06_21531	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback07_33172	African_NearEast_India_Dogs	African_NearEast_India_Dogs
RhodesianRidgeback08	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Rottweiler01_21895	European_Dogs	European_Dogs
Rottweiler02	European_Dogs	European_Dogs
Rottweiler03	European_Dogs	European_Dogs
Rottweiler04_30461	European_Dogs	European_Dogs
Rottweiler05	European_Dogs	European_Dogs
Rottweiler06	European_Dogs	European_Dogs
Rottweiler07	European_Dogs	European_Dogs
Rottweiler08	European_Dogs	European_Dogs
Rottweiler09	European_Dogs	European_Dogs
Rottweiler10	European_Dogs	European_Dogs
Rottweiler11_25111	European_Dogs	European_Dogs
Rottweiler12_25123	European_Dogs	European_Dogs
SaintBernard01_1075	European_Dogs	European_Dogs
SaintBernard02	European_Dogs	European_Dogs
SaintBernard03	European_Dogs	European_Dogs
SaintBernard04_12750	European_Dogs	European_Dogs
SaintBernard05_12751	European_Dogs	European_Dogs
SaintBernard06_12749	European_Dogs	European_Dogs
Saluki01_1233	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Saluki02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Saluki03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Samoyed01_176	Arctic_Dogs	Arctic_Dogs
Samoyed02	Arctic_Dogs	Arctic_Dogs
Samoyed03_14503	Arctic_Dogs	Arctic_Dogs
Samoyed04_33261	Arctic_Dogs	Arctic_Dogs
Samoyed05_33260	Arctic_Dogs	Arctic_Dogs
Schipperke01_33120	European_Dogs	European_Dogs
Schipperke02_33150	European_Dogs	European_Dogs
ScottishDeerhound01	European_Dogs	European_Dogs
ScottishDeerhound02_31237	European_Dogs	European_Dogs
ScottishDeerhound03_31238	European_Dogs	European_Dogs
ScottishDeerhound04_31239	European_Dogs	European_Dogs
ScottishDeerhound05_31240	European_Dogs	European_Dogs
ScottishDeerhound06_34132	European_Dogs	European_Dogs
ScottishDeerhound07_34144	European_Dogs	European_Dogs
ScottishDeerhound08_34149	European_Dogs	European_Dogs
ScottishDeerhound09_34151	European_Dogs	European_Dogs
ScottishDeerhound10_34154	European_Dogs	European_Dogs
ScottishDeerhound11_34155	European_Dogs	European_Dogs
ScottishTerrier01_8542	European_Dogs	European_Dogs
ScottishTerrier02_9025	European_Dogs	European_Dogs
ScottishTerrier03	European_Dogs	European_Dogs
ScottishTerrier04	European_Dogs	European_Dogs
ScottishTerrier05_7790	European_Dogs	European_Dogs
ScottishTerrier06_8403	European_Dogs	European_Dogs
ScottishTerrier07_10701	European_Dogs	European_Dogs
ScottishTerrier08_20082	European_Dogs	European_Dogs
ScottishTerrier09_20125	European_Dogs	European_Dogs
ScottishTerrier10_28349	European_Dogs	European_Dogs
ScottishTerrier11_29815	European_Dogs	European_Dogs
SealyhamTerrier01_33230	European_Dogs	European_Dogs
SealyhamTerrier02_33235	European_Dogs	European_Dogs
SealyhamTerrier03_33281	European_Dogs	European_Dogs
SealyhamTerrier04_33334	European_Dogs	European_Dogs
SealyhamTerrier05_33336	European_Dogs	European_Dogs
SealyhamTerrier06_33398	European_Dogs	European_Dogs
SealyhamTerrier07_34153	European_Dogs	European_Dogs
SealyhamTerrier08_34461	European_Dogs	European_Dogs
SealyhamTerrier09_34460	European_Dogs	European_Dogs
SealyhamTerrier10_34462	European_Dogs	European_Dogs
ShetlandSheepdog01_11617	European_Dogs	European_Dogs
ShetlandSheepdog02	European_Dogs	European_Dogs
ShetlandSheepdog03	European_Dogs	European_Dogs
ShetlandSheepdog04_15112	European_Dogs	European_Dogs
ShetlandSheepdog05_16126	European_Dogs	European_Dogs
ShetlandSheepdog06_16127	European_Dogs	European_Dogs
ShetlandSheepdog07_16128	European_Dogs	European_Dogs
ShetlandSheepdog08_20204	European_Dogs	European_Dogs
ShetlandSheepdog09_20265	European_Dogs	European_Dogs
ShetlandSheepdog10_21202	European_Dogs	European_Dogs
ShetlandSheepdog11_21970	European_Dogs	European_Dogs
ShetlandSheepdog12_22484	European_Dogs	European_Dogs
ShetlandSheepdog13_24037	European_Dogs	European_Dogs
ShetlandSheepdog14_24460	European_Dogs	European_Dogs
ShetlandSheepdog15_30371	European_Dogs	European_Dogs
ShetlandSheepdog16	European_Dogs	European_Dogs
ShetlandSheepdog17_26810	European_Dogs	European_Dogs
